PRODUCTION NEEDED IN SUMMER : 10003453.375197083
>>> PLAN FOR SUMMER
,City,Product,Land Used,Production,
,Laghouat,green pepper,0,0,
,Laghouat,aubergines,0,0,
,Laghouat,other,0,0,
,Oum El Bouaghi,wheat,0,0,
,Oum El Bouaghi,corn,40583,94477.3,
,Oum El Bouaghi,dates,0,0,
,Oum El Bouaghi,potatoes,0,0,
,Oum El Bouaghi,tomatoes,0,0,
,Oum El Bouaghi,green pepper,0,0,
,Oum El Bouaghi,aubergines,0,0,
,Oum El Bouaghi,other,0,0,
,Batna,wheat,0,0,
,Batna,corn,0,0,
,Batna,dates,208,15891,
,Batna,potatoes,0,0,
,Batna,tomatoes,0,0,
,Batna,green pepper,0,0,
,Batna,aubergines,0,0,
,Batna,other,0,0,
,Bejaia,wheat,0,0,
,Bejaia,corn,0,0,
,Bejaia,dates,0,0,
,Bejaia,potatoes,0,0,
,Bejaia,tomatoes,17,12971,
,Bejaia,green pepper,0,0,
,Bejaia,aubergines,0,0,
,Bejaia,other,0,0,
,Biskra,wheat,0,0,
,Biskra,corn,0,0,
,Biskra,dates,43105,4.28489e+06,
,Biskra,potatoes,0,0,
,Biskra,tomatoes,2253,3.15276e+06,
,Biskra,green pepper,0,0,
,Biskra,aubergines,0,0,
,Biskra,other,0,0,
,Bechar,wheat,0,0,
,Bechar,corn,70193,1.0096e+06,
,Bechar,dates,14074,269489,
,Bechar,potatoes,0,0,
,Bechar,tomatoes,0,0,
,Bechar,green pepper,0,0,
,Bechar,aubergines,0,0,
,Bechar,other,0,0,
,Blida,wheat,0,0,
,Blida,corn,0,0,
,Blida,dates,0,0,
,Blida,potatoes,0,0,
,Blida,tomatoes,57,20025,
,Blida,green pepper,0,0,
,Blida,aubergines,0,0,
,Blida,other,0,0,
,Bouira,wheat,0,0,
,Bouira,corn,0,0,
,Bouira,dates,0,0,
,Bouira,potatoes,130048,849129,
,Bouira,tomatoes,0,0,
,Bouira,green pepper,0,0,
,Bouira,aubergines,0,0,
,Bouira,other,0,0,
,Tamanrasset,wheat,0,0,
,Tamanrasset,corn,0,0,
,Tamanrasset,dates,7003,122306,
,Tamanrasset,potatoes,0,0,
,Tamanrasset,tomatoes,8,6468,
,Tamanrasset,green pepper,0,0,
,Tamanrasset,aubergines,0,0,
,Tamanrasset,other,0,0,
,Tebessa,wheat,0,0,
,Tebessa,corn,0,0,
,Tebessa,dates,816,21300,
,Tebessa,potatoes,0,0,
,Tebessa,tomatoes,0,0,
,Tebessa,green pepper,0,0,
,Tebessa,aubergines,0,0,
,Tebessa,other,0,0,
,Tlemcen,wheat,0,0,
,Tlemcen,corn,0,0,
,Tlemcen,dates,0,0,
,Tlemcen,potatoes,0,0,
,Tlemcen,tomatoes,40,10000,
,Tlemcen,green pepper,0,0,
,Tlemcen,aubergines,0,0,
,Tlemcen,other,0,0,
,Tiaret,wheat,0,0,
,Tiaret,corn,0,0,
,Tiaret,dates,0,0,
,Tiaret,potatoes,0,0,
,Tiaret,tomatoes,0,0,
,Tiaret,green pepper,0,0,
,Tiaret,aubergines,0,0,
,Tiaret,other,0,0,
,Tizi Ouzou,wheat,0,0,
,Tizi Ouzou,corn,0,0,
,Tizi Ouzou,dates,0,0,
,Tizi Ouzou,potatoes,0,0,
,Tizi Ouzou,tomatoes,2,0,
,Tizi Ouzou,green pepper,0,0,
,Tizi Ouzou,aubergines,0,0,
,Tizi Ouzou,other,0,0,
,Alger,wheat,0,0,
,Alger,corn,0,0,
,Alger,dates,0,0,
,Alger,potatoes,0,0,
,Alger,tomatoes,6748,3.38386e+06,
,Alger,green pepper,0,0,
,Alger,aubergines,0,0,
,Alger,other,0,0,
,Djelfa,wheat,0,0,
,Djelfa,corn,0,0,
,Djelfa,dates,101,7050,
,Djelfa,potatoes,0,0,
,Djelfa,tomatoes,0,0,
,Djelfa,green pepper,0,0,
,Djelfa,aubergines,0,0,
,Djelfa,other,0,0,
,Jijel,wheat,0,0,
,Jijel,corn,0,0,
,Jijel,dates,0,0,
,Jijel,potatoes,0,0,
,Jijel,tomatoes,0,288,
,Jijel,green pepper,0,0,
,Jijel,aubergines,0,0,
,Jijel,other,0,0,
,Setif,wheat,0,0,
,Setif,corn,0,0,
,Setif,dates,0,0,
,Setif,potatoes,0,0,
,Setif,tomatoes,0,0,
,Setif,green pepper,0,0,
,Setif,aubergines,0,0,
,Setif,other,0,0,
,Saida,wheat,0,0,
,Saida,corn,0,0,
,Saida,dates,0,0,
,Saida,potatoes,0,0,
,Saida,tomatoes,0,0,
,Saida,green pepper,0,0,
,Saida,aubergines,0,0,
,Saida,other,0,0,
,Skikda,wheat,0,0,
,Skikda,corn,0,0,
,Skikda,dates,0,0,
,Skikda,potatoes,0,0,
,Skikda,tomatoes,0,330,
,Skikda,green pepper,0,0,
,Skikda,aubergines,0,0,
,Skikda,other,0,0,
,Sidi Bel Abbas,wheat,0,0,
,Sidi Bel Abbas,corn,0,0,
,Sidi Bel Abbas,dates,0,0,
,Sidi Bel Abbas,potatoes,0,0,
,Sidi Bel Abbas,tomatoes,0,0,
,Sidi Bel Abbas,green pepper,0,0,
,Sidi Bel Abbas,aubergines,0,0,
,Sidi Bel Abbas,other,0,0,
,Annaba,wheat,0,0,
,Annaba,corn,0,0,
,Annaba,dates,0,0,
,Annaba,potatoes,0,0,
,Annaba,tomatoes,0,0,
,Annaba,green pepper,0,0,
,Annaba,aubergines,0,0,
,Annaba,other,0,0,
,Guelma,wheat,0,0,
,Guelma,corn,0,0,
,Guelma,dates,0,0,
,Guelma,potatoes,0,0,
,Guelma,tomatoes,0,0,
,Guelma,green pepper,0,0,
,Guelma,aubergines,0,0,
,Guelma,other,0,0,
,Constantine,wheat,0,0,
,Constantine,corn,0,0,
,Constantine,dates,0,0,
,Constantine,potatoes,0,0,
,Constantine,tomatoes,0,0,
,Constantine,green pepper,0,0,
,Constantine,aubergines,0,0,
,Constantine,other,0,0,
,Medea,wheat,0,0,
,Medea,corn,0,0,
,Medea,dates,0,0,
,Medea,potatoes,0,0,
,Medea,tomatoes,0,0,
,Medea,green pepper,0,0,
,Medea,aubergines,0,0,
,Medea,other,0,0,
,Mostghanem,wheat,0,0,
,Mostghanem,corn,0,0,
,Mostghanem,dates,0,0,
,Mostghanem,potatoes,0,0,
,Mostghanem,tomatoes,0,0,
,Mostghanem,green pepper,0,0,
,Mostghanem,aubergines,0,0,
,Mostghanem,other,0,0,
,M'sila,wheat,0,0,
,M'sila,corn,0,0,
,M'sila,dates,0,0,
,M'sila,potatoes,0,0,
,M'sila,tomatoes,88,96800,
,M'sila,green pepper,0,0,
,M'sila,aubergines,0,0,
,M'sila,other,0,0,
,Mascara,wheat,0,0,
,Mascara,corn,0,0,
,Mascara,dates,0,0,
,Mascara,potatoes,0,0,
,Mascara,tomatoes,0,0,
,Mascara,green pepper,0,0,
,Mascara,aubergines,0,0,
,Mascara,other,0,0,
,Ouargla,wheat,895306,1.28608e+07,
,Ouargla,corn,0,0,
,Ouargla,dates,22094,1.41666e+06,
,Ouargla,potatoes,0,0,
,Ouargla,tomatoes,47,18800,
,Ouargla,green pepper,0,0,
,Ouargla,aubergines,0,0,
,Ouargla,other,0,0,
,Oran,wheat,0,0,
,Oran,corn,0,0,
,Oran,dates,0,0,
,Oran,potatoes,0,0,
,Oran,tomatoes,8,8320,
,Oran,green pepper,0,0,
,Oran,aubergines,0,0,
,Oran,other,0,0,
,El Bayadh,wheat,0,0,
,El Bayadh,corn,0,0,
,El Bayadh,dates,477,12570,
,El Bayadh,potatoes,0,0,
,El Bayadh,tomatoes,0,0,
,El Bayadh,green pepper,0,0,
,El Bayadh,aubergines,0,0,
,El Bayadh,other,0,0,
,Illizi,wheat,0,0,
,Illizi,corn,0,0,
,Illizi,dates,1254,15662,
,Illizi,potatoes,0,0,
,Illizi,tomatoes,1,457,
,Illizi,green pepper,0,0,
,Illizi,aubergines,0,0,
,Illizi,other,0,0,
,Bordj Bou Arreridj,wheat,0,0,
,Bordj Bou Arreridj,corn,0,0,
,Bordj Bou Arreridj,dates,0,0,
,Bordj Bou Arreridj,potatoes,0,0,
,Bordj Bou Arreridj,tomatoes,0,60,
,Bordj Bou Arreridj,green pepper,149300,669503,
,Bordj Bou Arreridj,aubergines,0,0,
,Bordj Bou Arreridj,other,0,0,
,Boumerdas,wheat,0,0,
,Boumerdas,corn,0,0,
,Boumerdas,dates,0,0,
,Boumerdas,potatoes,0,0,
,Boumerdas,tomatoes,2,1500,
,Boumerdas,green pepper,0,0,
,Boumerdas,aubergines,0,0,
,Boumerdas,other,0,0,
,El Tarf,wheat,0,0,
,El Tarf,corn,0,0,
,El Tarf,dates,0,0,
,El Tarf,potatoes,0,0,
,El Tarf,tomatoes,0,0,
,El Tarf,green pepper,0,0,
,El Tarf,aubergines,0,0,
,El Tarf,other,0,0,
,Tindouf,wheat,0,0,
,Tindouf,corn,0,0,
,Tindouf,dates,434,8800,
,Tindouf,potatoes,0,0,
,Tindouf,tomatoes,3,1500,
,Tindouf,green pepper,0,0,
,Tindouf,aubergines,0,0,
,Tindouf,other,0,0,
,Tissemsilt,wheat,0,0,
,Tissemsilt,corn,0,0,
,Tissemsilt,dates,0,0,
,Tissemsilt,potatoes,0,0,
,Tissemsilt,tomatoes,0,0,
,Tissemsilt,green pepper,0,0,
,Tissemsilt,aubergines,0,0,
,Tissemsilt,other,0,0,
,El Oued,wheat,0,0,
,El Oued,corn,0,0,
,El Oued,dates,37070,2.5331e+06,
,El Oued,potatoes,0,0,
,El Oued,tomatoes,70,70000,
,El Oued,green pepper,0,0,
,El Oued,aubergines,0,0,
,El Oued,other,0,0,
,Khenchela,wheat,0,0,
,Khenchela,corn,0,0,
,Khenchela,dates,790,78000,
,Khenchela,potatoes,0,0,
,Khenchela,tomatoes,0,0,
,Khenchela,green pepper,0,0,
,Khenchela,aubergines,0,0,
,Khenchela,other,0,0,
,Souk Ahras,wheat,0,0,
,Souk Ahras,corn,0,0,
,Souk Ahras,dates,0,0,
,Souk Ahras,potatoes,0,0,
,Souk Ahras,tomatoes,0,0,
,Souk Ahras,green pepper,0,0,
,Souk Ahras,aubergines,0,0,
,Souk Ahras,other,0,0,
,Tipaza,wheat,0,0,
,Tipaza,corn,0,0,
,Tipaza,dates,0,0,
,Tipaza,potatoes,0,0,
,Tipaza,tomatoes,386,365600,
,Tipaza,green pepper,0,0,
,Tipaza,aubergines,0,0,
,Tipaza,other,0,0,
,Mila,wheat,0,0,
,Mila,corn,0,0,
,Mila,dates,0,0,
,Mila,potatoes,0,0,
,Mila,tomatoes,0,0,
,Mila,green pepper,0,0,
,Mila,aubergines,0,0,
,Mila,other,0,0,
,Ain Defla,wheat,0,0,
,Ain Defla,corn,0,0,
,Ain Defla,dates,0,0,
,Ain Defla,potatoes,0,0,
,Ain Defla,tomatoes,0,0,
,Ain Defla,green pepper,0,0,
,Ain Defla,aubergines,0,0,
,Ain Defla,other,0,0,
,Naama,wheat,0,0,
,Naama,corn,0,0,
,Naama,dates,236,10372,
,Naama,potatoes,0,0,
,Naama,tomatoes,0,0,
,Naama,green pepper,0,0,
,Naama,aubergines,0,0,
,Naama,other,0,0,
,Ain Temouchent,wheat,0,0,
,Ain Temouchent,corn,0,0,
,Ain Temouchent,dates,0,0,
,Ain Temouchent,potatoes,0,0,
,Ain Temouchent,tomatoes,59,26550,
,Ain Temouchent,green pepper,0,0,
,Ain Temouchent,aubergines,0,0,
,Ain Temouchent,other,0,0,
,Ghardaia,wheat,0,0,
,Ghardaia,corn,0,0,
,Ghardaia,dates,11009,571000,
,Ghardaia,potatoes,0,0,
,Ghardaia,tomatoes,3,1200,
,Ghardaia,green pepper,0,0,
,Ghardaia,aubergines,0,0,
,Ghardaia,other,0,0,
,Gheliziane,wheat,0,0,
,Gheliziane,corn,0,0,
,Gheliziane,dates,0,0,
,Gheliziane,potatoes,0,0,
,Gheliziane,tomatoes,0,0,
,Gheliziane,green pepper,0,0,
,Gheliziane,aubergines,0,0,
,Gheliziane,other,0,0,
[ >>>>> SEARCH FOR WINTER SEASON PLAN TOOK <<<<< ]:  0.024636268615722656 seconds
The total production of each product:
,Product,Total Production,
,:---------------,:---------------------,
,:-------------,-------------------:,
,wheat,3.64086e+07,
,corn,1.16359e+06,
,dates,1.57502e+07,
,potatoes,1.64133e+06,
,tomatoes,7.40511e+06,
,green pepper,1.37116e+06,
,aubergines,661786,
,other,0,
The new prices of the winter season:
,Product,Price,
,:---------------,:----------,
,:-------------,--------:,
,wheat,2500,
,corn,4500,
,dates,470,
,potatoes,48,
,tomatoes,100,
,green pepper,150,
,aubergines,150,
,other,0,
PRODUCTION NEEDED IN SPRING : 0
>>> PLAN FOR SPRING
,City,Product,Land Used,Production,
,:---------------------,:---------------,:--------------,:-------------------,
,:-------------------,:-------------,------------:,-----------------:,
,Adrar,wheat,0,0,
,Adrar,corn,0,0,
,Adrar,dates,28327,934562,
,Adrar,potatoes,0,0,
,Adrar,tomatoes,1016,227618,
,Adrar,green pepper,0,0,
,Adrar,aubergines,0,0,
,Adrar,other,0,0,
,Chlef,wheat,0,0,
,Chlef,corn,0,0,
,Chlef,dates,0,0,
,Chlef,potatoes,0,0,
,Chlef,tomatoes,0,0,
,Chlef,green pepper,0,0,
,Chlef,aubergines,0,0,
,Chlef,other,0,0,
,Laghouat,wheat,0,0,
,Laghouat,corn,0,0,
,Laghouat,dates,101092,5.44857e+06,
,Laghouat,potatoes,0,0,
,Laghouat,tomatoes,0,0,
,Laghouat,green pepper,0,0,
,Laghouat,aubergines,0,0,
,Laghouat,other,0,0,
,Oum El Bouaghi,wheat,0,0,
,Oum El Bouaghi,corn,0,0,
,Oum El Bouaghi,dates,0,0,
,Oum El Bouaghi,potatoes,0,0,
,Oum El Bouaghi,tomatoes,0,0,
,Oum El Bouaghi,green pepper,0,0,
,Oum El Bouaghi,aubergines,0,0,
,Oum El Bouaghi,other,0,0,
,Batna,wheat,0,0,
,Batna,corn,0,0,
,Batna,dates,208,15891,
,Batna,potatoes,0,0,
,Batna,tomatoes,0,0,
,Batna,green pepper,0,0,
,Batna,aubergines,0,0,
,Batna,other,0,0,
,Bejaia,wheat,0,0,
,Bejaia,corn,0,0,
,Bejaia,dates,0,0,
,Bejaia,potatoes,0,0,
,Bejaia,tomatoes,17,12971,
,Bejaia,green pepper,0,0,
,Bejaia,aubergines,0,0,
,Bejaia,other,0,0,
,Biskra,wheat,0,0,
,Biskra,corn,0,0,
,Biskra,dates,43105,4.28489e+06,
,Biskra,potatoes,0,0,
,Biskra,tomatoes,2253,3.15276e+06,
,Biskra,green pepper,0,0,
,Biskra,aubergines,0,0,
,Biskra,other,0,0,
,Bechar,wheat,0,0,
,Bechar,corn,0,0,
,Bechar,dates,14074,269489,
,Bechar,potatoes,0,0,
,Bechar,tomatoes,0,0,
,Bechar,green pepper,0,0,
,Bechar,aubergines,0,0,
,Bechar,other,0,0,
,Blida,wheat,0,0,
,Blida,corn,0,0,
,Blida,dates,0,0,
,Blida,potatoes,0,0,
,Blida,tomatoes,57,20025,
,Blida,green pepper,0,0,
,Blida,aubergines,0,0,
,Blida,other,0,0,
,Bouira,wheat,0,0,
,Bouira,corn,0,0,
,Bouira,dates,0,0,
,Bouira,potatoes,0,0,
,Bouira,tomatoes,0,0,
,Bouira,green pepper,0,0,
,Bouira,aubergines,0,0,
,Bouira,other,0,0,
,Tamanrasset,wheat,0,0,
,Tamanrasset,corn,0,0,
,Tamanrasset,dates,7003,122306,
,Tamanrasset,potatoes,0,0,
,Tamanrasset,tomatoes,8,6468,
,Tamanrasset,green pepper,0,0,
,Tamanrasset,aubergines,0,0,
,Tamanrasset,other,0,0,
,Tebessa,wheat,0,0,
,Tebessa,corn,0,0,
,Tebessa,dates,816,21300,
,Tebessa,potatoes,0,0,
,Tebessa,tomatoes,0,0,
,Tebessa,green pepper,0,0,
,Tebessa,aubergines,0,0,
,Tebessa,other,0,0,
,Tlemcen,wheat,0,0,
,Tlemcen,corn,0,0,
,Tlemcen,dates,0,0,
,Tlemcen,potatoes,0,0,
,Tlemcen,tomatoes,40,10000,
,Tlemcen,green pepper,0,0,
,Tlemcen,aubergines,0,0,
,Tlemcen,other,0,0,
,Tiaret,wheat,0,0,
,Tiaret,corn,0,0,
,Tiaret,dates,0,0,
,Tiaret,potatoes,0,0,
,Tiaret,tomatoes,0,0,
,Tiaret,green pepper,0,0,
,Tiaret,aubergines,0,0,
,Tiaret,other,0,0,
,Tizi Ouzou,wheat,0,0,
,Tizi Ouzou,corn,0,0,
,Tizi Ouzou,dates,0,0,
,Tizi Ouzou,potatoes,0,0,
,Tizi Ouzou,tomatoes,2,0,
,Tizi Ouzou,green pepper,0,0,
,Tizi Ouzou,aubergines,0,0,
,Tizi Ouzou,other,0,0,
,Alger,wheat,0,0,
,Alger,corn,0,0,
,Alger,dates,0,0,
,Alger,potatoes,0,0,
,Alger,tomatoes,6748,3.38386e+06,
,Alger,green pepper,0,0,
,Alger,aubergines,0,0,
,Alger,other,0,0,
,Djelfa,wheat,0,0,
,Djelfa,corn,0,0,
,Djelfa,dates,101,7050,
,Djelfa,potatoes,0,0,
,Djelfa,tomatoes,0,0,
,Djelfa,green pepper,0,0,
,Djelfa,aubergines,0,0,
,Djelfa,other,0,0,
,Jijel,wheat,0,0,
,Jijel,corn,0,0,
,Jijel,dates,0,0,
,Jijel,potatoes,0,0,
,Jijel,tomatoes,0,288,
,Jijel,green pepper,0,0,
,Jijel,aubergines,0,0,
,Jijel,other,0,0,
,Setif,wheat,0,0,
,Setif,corn,0,0,
,Setif,dates,0,0,
,Setif,potatoes,0,0,
,Setif,tomatoes,0,0,
,Setif,green pepper,0,0,
,Setif,aubergines,0,0,
,Setif,other,0,0,
,Saida,wheat,0,0,
,Saida,corn,0,0,
,Saida,dates,0,0,
,Saida,potatoes,0,0,
,Saida,tomatoes,0,0,
,Saida,green pepper,0,0,
,Saida,aubergines,0,0,
,Saida,other,0,0,
,Skikda,wheat,0,0,
,Skikda,corn,0,0,
,Skikda,dates,0,0,
,Skikda,potatoes,0,0,
,Skikda,tomatoes,0,330,
,Skikda,green pepper,0,0,
,Skikda,aubergines,0,0,
,Skikda,other,0,0,
,Sidi Bel Abbas,wheat,0,0,
,Sidi Bel Abbas,corn,0,0,
,Sidi Bel Abbas,dates,0,0,
,Sidi Bel Abbas,potatoes,0,0,
,Sidi Bel Abbas,tomatoes,0,0,
,Sidi Bel Abbas,green pepper,0,0,
,Sidi Bel Abbas,aubergines,0,0,
,Sidi Bel Abbas,other,0,0,
,Annaba,wheat,0,0,
,Annaba,corn,0,0,
,Annaba,dates,0,0,
,Annaba,potatoes,0,0,
,Annaba,tomatoes,0,0,
,Annaba,green pepper,0,0,
,Annaba,aubergines,0,0,
,Annaba,other,0,0,
,Guelma,wheat,0,0,
,Guelma,corn,0,0,
,Guelma,dates,0,0,
,Guelma,potatoes,0,0,
,Guelma,tomatoes,0,0,
,Guelma,green pepper,0,0,
,Guelma,aubergines,0,0,
,Guelma,other,0,0,
,Constantine,wheat,0,0,
,Constantine,corn,0,0,
,Constantine,dates,0,0,
,Constantine,potatoes,0,0,
,Constantine,tomatoes,0,0,
,Constantine,green pepper,0,0,
,Constantine,aubergines,0,0,
,Constantine,other,0,0,
,Medea,wheat,0,0,
,Medea,corn,0,0,
,Medea,dates,0,0,
,Medea,potatoes,0,0,
,Medea,tomatoes,0,0,
,Medea,green pepper,0,0,
,Medea,aubergines,0,0,
,Medea,other,0,0,
,Mostghanem,wheat,0,0,
,Mostghanem,corn,0,0,
,Mostghanem,dates,0,0,
,Mostghanem,potatoes,0,0,
,Mostghanem,tomatoes,0,0,
,Mostghanem,green pepper,0,0,
,Mostghanem,aubergines,0,0,
,Mostghanem,other,0,0,
,M'sila,wheat,0,0,
,M'sila,corn,0,0,
,M'sila,dates,0,0,
,M'sila,potatoes,0,0,
,M'sila,tomatoes,88,96800,
,M'sila,green pepper,0,0,
,M'sila,aubergines,0,0,
,M'sila,other,0,0,
,Mascara,wheat,0,0,
,Mascara,corn,0,0,
,Mascara,dates,0,0,
,Mascara,potatoes,0,0,
,Mascara,tomatoes,0,0,
,Mascara,green pepper,0,0,
,Mascara,aubergines,0,0,
,Mascara,other,0,0,
,Ouargla,wheat,0,0,
,Ouargla,corn,0,0,
,Ouargla,dates,22094,1.41666e+06,
,Ouargla,potatoes,0,0,
,Ouargla,tomatoes,47,18800,
,Ouargla,green pepper,0,0,
,Ouargla,aubergines,0,0,
,Ouargla,other,0,0,
,Oran,wheat,0,0,
,Oran,corn,0,0,
,Oran,dates,0,0,
,Oran,potatoes,0,0,
,Oran,tomatoes,8,8320,
,Oran,green pepper,0,0,
,Oran,aubergines,0,0,
,Oran,other,0,0,
,El Bayadh,wheat,0,0,
,El Bayadh,corn,0,0,
,El Bayadh,dates,477,12570,
,El Bayadh,potatoes,0,0,
,El Bayadh,tomatoes,0,0,
,El Bayadh,green pepper,0,0,
,El Bayadh,aubergines,0,0,
,El Bayadh,other,0,0,
,Illizi,wheat,0,0,
,Illizi,corn,0,0,
,Illizi,dates,1254,15662,
,Illizi,potatoes,0,0,
,Illizi,tomatoes,1,457,
,Illizi,green pepper,0,0,
,Illizi,aubergines,0,0,
,Illizi,other,0,0,
,Bordj Bou Arreridj,wheat,0,0,
,Bordj Bou Arreridj,corn,0,0,
,Bordj Bou Arreridj,dates,0,0,
,Bordj Bou Arreridj,potatoes,0,0,
,Bordj Bou Arreridj,tomatoes,0,60,
,Bordj Bou Arreridj,green pepper,0,0,
,Bordj Bou Arreridj,aubergines,0,0,
,Bordj Bou Arreridj,other,0,0,
,Boumerdas,wheat,0,0,
,Boumerdas,corn,0,0,
,Boumerdas,dates,0,0,
,Boumerdas,potatoes,0,0,
,Boumerdas,tomatoes,2,1500,
,Boumerdas,green pepper,0,0,
,Boumerdas,aubergines,0,0,
,Boumerdas,other,0,0,
,El Tarf,wheat,0,0,
,El Tarf,corn,0,0,
,El Tarf,dates,0,0,
,El Tarf,potatoes,0,0,
,El Tarf,tomatoes,0,0,
,El Tarf,green pepper,0,0,
,El Tarf,aubergines,0,0,
,El Tarf,other,0,0,
,Tindouf,wheat,0,0,
,Tindouf,corn,0,0,
,Tindouf,dates,434,8800,
,Tindouf,potatoes,0,0,
,Tindouf,tomatoes,3,1500,
,Tindouf,green pepper,0,0,
,Tindouf,aubergines,0,0,
,Tindouf,other,0,0,
,Tissemsilt,wheat,0,0,
,Tissemsilt,corn,0,0,
,Tissemsilt,dates,0,0,
,Tissemsilt,potatoes,0,0,
,Tissemsilt,tomatoes,0,0,
,Tissemsilt,green pepper,0,0,
,Tissemsilt,aubergines,0,0,
,Tissemsilt,other,0,0,
,El Oued,wheat,0,0,
,El Oued,corn,0,0,
,El Oued,dates,37070,2.5331e+06,
,El Oued,potatoes,0,0,
,El Oued,tomatoes,70,70000,
,El Oued,green pepper,0,0,
,El Oued,aubergines,0,0,
,El Oued,other,0,0,
,Khenchela,wheat,0,0,
,Khenchela,corn,0,0,
,Khenchela,dates,790,78000,
,Khenchela,potatoes,0,0,
,Khenchela,tomatoes,0,0,
,Khenchela,green pepper,0,0,
,Khenchela,aubergines,0,0,
,Khenchela,other,0,0,
,Souk Ahras,wheat,0,0,
,Souk Ahras,corn,0,0,
,Souk Ahras,dates,0,0,
,Souk Ahras,potatoes,0,0,
,Souk Ahras,tomatoes,0,0,
,Souk Ahras,green pepper,0,0,
,Souk Ahras,aubergines,0,0,
,Souk Ahras,other,0,0,
,Tipaza,wheat,0,0,
,Tipaza,corn,0,0,
,Tipaza,dates,0,0,
,Tipaza,potatoes,0,0,
,Tipaza,tomatoes,386,365600,
,Tipaza,green pepper,0,0,
,Tipaza,aubergines,0,0,
,Tipaza,other,0,0,
,Mila,wheat,0,0,
,Mila,corn,0,0,
,Mila,dates,0,0,
,Mila,potatoes,0,0,
,Mila,tomatoes,0,0,
,Mila,green pepper,0,0,
,Mila,aubergines,0,0,
,Mila,other,0,0,
,Ain Defla,wheat,0,0,
,Ain Defla,corn,0,0,
,Ain Defla,dates,0,0,
,Ain Defla,potatoes,0,0,
,Ain Defla,tomatoes,0,0,
,Ain Defla,green pepper,0,0,
,Ain Defla,aubergines,0,0,
,Ain Defla,other,0,0,
,Naama,wheat,0,0,
,Naama,corn,0,0,
,Naama,dates,236,10372,
,Naama,potatoes,0,0,
,Naama,tomatoes,0,0,
,Naama,green pepper,0,0,
,Naama,aubergines,0,0,
,Naama,other,0,0,
,Ain Temouchent,wheat,0,0,
,Ain Temouchent,corn,0,0,
,Ain Temouchent,dates,0,0,
,Ain Temouchent,potatoes,0,0,
,Ain Temouchent,tomatoes,59,26550,
,Ain Temouchent,green pepper,0,0,
,Ain Temouchent,aubergines,0,0,
,Ain Temouchent,other,0,0,
,Ghardaia,wheat,0,0,
,Ghardaia,corn,0,0,
,Ghardaia,dates,11009,571000,
,Ghardaia,potatoes,0,0,
,Ghardaia,tomatoes,3,1200,
,Ghardaia,green pepper,0,0,
,Ghardaia,aubergines,0,0,
,Ghardaia,other,0,0,
,Gheliziane,wheat,0,0,
,Gheliziane,corn,0,0,
,Gheliziane,dates,0,0,
,Gheliziane,potatoes,0,0,
,Gheliziane,tomatoes,0,0,
,Gheliziane,green pepper,0,0,
,Gheliziane,aubergines,0,0,
,Gheliziane,other,0,0,
[ >>>>> SEARCH FOR SPRING SEASON PLAN TOOK <<<<< ]: 0.023062467575073242 seconds
The total production of each product:
,Product,Total Production,
,:---------------,:---------------------,
,:-------------,-------------------:,
,wheat,3.64086e+07,
,corn,1.16359e+06,
,dates,1.57502e+07,
,potatoes,1.64133e+06,
,tomatoes,7.40511e+06,
,green pepper,1.37116e+06,
,aubergines,661786,
,other,0,
The new prices of the spring season:
,Product,Price,
,:---------------,:----------,
,:-------------,--------:,
,wheat,2500,
,corn,4500,
,dates,590,
,potatoes,77,
,tomatoes,65,
,green pepper,130,
,aubergines,130,
,other,0,
[ >>>>> NODES GENERATED <<<<< ]: 854
[ >>>>> SEARCH FOR YEAR PLAN TOOK <<<<< ]: 26.017940044403076 seconds
